teamLoc,teamPTS,teamAST,teamTO,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamPTS1,teamPTS2,teamRslt
0,117,19,16,10,2,20,81,43,0.5309,58,33,0.569,23,10,0.4348,26,21,0.8077,8,34,24,30,1
1,106,20,14,6,4,17,84,37,0.4405,53,24,0.4528,31,13,0.4194,26,19,0.7308,11,27,26,24,0
0,99,27,13,2,4,23,79,36,0.4557,50,25,0.5,29,11,0.3793,22,16,0.7273,9,33,19,29,0
1,114,27,4,6,2,22,83,43,0.5181,57,34,0.5965,26,9,0.3462,22,19,0.8636,5,33,25,18,1
0,86,15,16,15,4,19,87,30,0.3448,66,22,0.3333,21,8,0.381,27,18,0.6667,10,33,27,25,0
1,99,30,26,12,4,23,77,37,0.4805,42,25,0.5952,35,12,0.3429,21,13,0.619,10,46,31,22,1
0,115,23,8,7,7,22,83,39,0.4699,47,24,0.5106,36,15,0.4167,28,22,0.7857,3,36,20,39,1
1,111,16,11,6,5,22,84,43,0.5119,58,33,0.569,26,10,0.3846,30,15,0.5,4,39,28,24,0
0,114,25,16,6,6,25,81,43,0.5309,51,30,0.5882,30,13,0.4333,21,15,0.7143,6,31,38,20,1
1,106,13,14,7,3,23,86,43,0.5,68,42,0.6176,18,1,0.0556,29,19,0.6552,11,33,26,21,0
0,107,23,13,15,3,17,92,43,0.4674,59,32,0.5424,33,11,0.3333,13,10,0.7692,11,28,25,21,1
1,104,25,23,8,1,17,78,41,0.5256,53,31,0.5849,25,10,0.4,17,12,0.7059,9,36,32,18,0
0,114,24,13,10,4,14,93,48,0.5161,72,38,0.5278,21,10,0.4762,12,8,0.6667,11,43,34,29,1
1,80,19,20,11,2,11,74,27,0.3649,37,15,0.4054,37,12,0.3243,15,14,0.9333,2,33,26,15,0
0,122,21,17,10,5,19,98,45,0.4592,65,30,0.4615,33,15,0.4545,20,17,0.85,10,38,26,22,1
1,119,24,18,5,9,20,96,48,0.5,74,38,0.5135,22,10,0.4545,21,13,0.619,11,40,25,27,0
0,112,21,14,5,6,26,83,40,0.4819,57,31,0.5439,26,9,0.3462,32,23,0.7188,6,34,19,26,0
1,121,25,13,7,5,30,100,45,0.45,62,33,0.5323,38,12,0.3158,25,19,0.76,17,32,25,30,1
0,102,20,12,5,7,26,77,34,0.4416,42,23,0.5476,35,11,0.3143,34,23,0.6765,9,31,38,23,0
1,105,21,10,7,5,26,88,37,0.4205,69,32,0.4638,19,5,0.2632,32,26,0.8125,14,36,29,31,1
0,103,26,10,6,4,21,90,39,0.4333,61,31,0.5082,29,8,0.2759,18,17,0.9444,8,26,29,17,0
1,110,20,17,4,9,21,81,45,0.5556,62,41,0.6613,19,4,0.2105,25,16,0.64,10,36,30,23,1
0,88,13,20,9,2,22,79,32,0.4051,54,26,0.4815,25,6,0.24,24,18,0.75,10,31,23,24,0
1,104,22,16,12,4,22,80,39,0.4875,60,32,0.5333,20,7,0.35,27,19,0.7037,11,33,23,24,1
0,110,25,16,6,4,23,80,40,0.5,53,28,0.5283,27,12,0.4444,18,18,1,6,38,29,25,1
1,97,27,12,13,6,18,95,38,0.4,58,29,0.5,37,9,0.2432,20,12,0.6,14,26,21,25,0
0,125,24,15,9,3,19,93,46,0.4946,69,35,0.5072,24,11,0.4583,28,22,0.7857,11,35,32,26,1
1,106,26,16,10,6,21,79,38,0.481,56,30,0.5357,23,8,0.3478,26,22,0.8462,4,28,35,27,0
0,114,24,18,11,2,18,89,43,0.4831,54,30,0.5556,35,13,0.3714,19,15,0.7895,11,35,23,25,1
1,103,20,19,12,4,19,82,38,0.4634,54,27,0.5,28,11,0.3929,18,16,0.8889,3,34,28,29,0
0,99,18,10,3,4,16,89,34,0.382,63,28,0.4444,26,6,0.2308,30,25,0.8333,9,26,24,16,0
1,133,31,9,3,7,25,106,53,0.5,64,35,0.5469,42,18,0.4286,13,9,0.6923,18,45,30,35,1
0,121,28,18,9,5,19,84,43,0.5119,53,30,0.566,31,13,0.4194,30,22,0.7333,8,31,29,43,1
1,115,23,16,9,3,25,85,42,0.4941,59,34,0.5763,26,8,0.3077,28,23,0.8214,10,34,21,39,0
0,81,21,21,6,5,15,76,31,0.4079,56,23,0.4107,20,8,0.4,15,11,0.7333,7,38,15,23,0
1,93,22,16,15,4,17,87,36,0.4138,49,23,0.4694,38,13,0.3421,14,8,0.5714,12,35,20,29,1
0,88,19,15,5,8,26,77,28,0.3636,42,16,0.381,35,12,0.3429,23,20,0.8696,8,37,25,21,0
1,99,17,13,8,2,19,78,32,0.4103,51,23,0.451,27,9,0.3333,34,26,0.7647,8,38,25,27,1
0,95,19,12,12,4,15,86,37,0.4302,52,30,0.5769,34,7,0.2059,19,14,0.7368,10,37,34,24,0
1,97,16,14,5,4,18,85,39,0.4588,64,29,0.4531,21,10,0.4762,12,9,0.75,6,38,12,32,1
0,119,32,16,7,3,21,80,41,0.5125,51,29,0.5686,29,12,0.4138,31,25,0.8065,12,28,33,30,0
1,125,26,12,9,6,22,95,54,0.5684,79,50,0.6329,16,4,0.25,19,13,0.6842,14,27,34,31,1
0,110,29,15,8,1,24,87,40,0.4598,53,27,0.5094,34,13,0.3824,26,17,0.6538,13,30,25,28,1
1,105,21,18,6,3,25,80,37,0.4625,52,26,0.5,28,11,0.3929,26,20,0.7692,8,38,25,25,0
0,108,28,10,7,3,13,80,44,0.55,65,39,0.6,15,5,0.3333,18,15,0.8333,10,33,36,27,1
1,94,21,12,8,7,20,85,36,0.4235,57,25,0.4386,28,11,0.3929,12,11,0.9167,8,26,27,22,0
0,108,25,16,6,6,17,83,45,0.5422,59,33,0.5593,24,12,0.5,9,6,0.6667,9,27,27,30,0
1,118,33,12,12,4,12,95,49,0.5158,68,39,0.5735,27,10,0.3704,16,10,0.625,16,27,24,31,1
0,113,24,11,13,6,22,101,45,0.4455,59,33,0.5593,42,12,0.2857,14,11,0.7857,14,25,25,36,0
1,119,26,18,7,6,16,82,45,0.5488,63,38,0.6032,19,7,0.3684,23,22,0.9565,9,34,31,30,1
0,78,17,15,8,5,28,77,30,0.3896,53,23,0.434,24,7,0.2917,14,11,0.7857,8,28,26,21,0
1,87,15,15,8,3,18,70,27,0.3857,48,20,0.4167,22,7,0.3182,32,26,0.8125,12,35,16,27,1
0,112,18,11,11,4,14,94,39,0.4149,47,24,0.5106,47,15,0.3191,22,19,0.8636,14,39,27,30,1
1,95,27,19,5,3,19,80,37,0.4625,47,23,0.4894,33,14,0.4242,9,7,0.7778,4,34,23,21,0
0,107,24,15,4,0,31,95,43,0.4526,69,35,0.5072,26,8,0.3077,18,13,0.7222,11,48,31,15,1
1,101,20,9,5,1,17,90,34,0.3778,47,23,0.4894,43,11,0.2558,28,22,0.7857,4,35,20,32,0
0,105,26,16,12,4,24,85,43,0.5059,68,37,0.5441,17,6,0.3529,22,13,0.5909,10,27,17,28,0
1,126,29,16,11,5,22,82,46,0.561,51,34,0.6667,31,12,0.3871,26,22,0.8462,5,34,30,34,1
0,101,17,9,8,9,22,97,39,0.4021,71,31,0.4366,26,8,0.3077,20,15,0.75,19,38,31,24,1
1,91,16,15,3,7,15,83,33,0.3976,55,24,0.4364,28,9,0.3214,23,16,0.6957,9,41,28,31,0
0,113,28,16,6,3,22,99,42,0.4242,56,30,0.5357,43,12,0.2791,20,17,0.85,13,34,18,21,0
1,119,31,15,10,3,19,93,46,0.4946,70,36,0.5143,23,10,0.4348,23,17,0.7391,6,41,33,26,1
0,127,28,7,5,2,20,81,47,0.5802,57,38,0.6667,24,9,0.375,28,24,0.8571,3,26,43,38,1
1,125,22,11,3,2,23,92,45,0.4891,67,37,0.5522,25,8,0.32,32,27,0.8438,14,30,35,19,0
0,105,28,14,8,7,11,92,41,0.4457,63,29,0.4603,29,12,0.4138,14,11,0.7857,13,32,31,30,0
1,107,27,15,10,8,11,87,42,0.4828,51,25,0.4902,36,17,0.4722,9,6,0.6667,6,34,36,24,1
0,80,18,16,9,3,16,83,29,0.3494,55,22,0.4,28,7,0.25,17,15,0.8824,11,30,16,28,0
1,112,24,15,9,3,17,78,41,0.5256,51,27,0.5294,27,14,0.5185,18,16,0.8889,5,37,32,24,1
0,79,9,15,8,1,23,79,25,0.3165,51,21,0.4118,28,4,0.1429,27,25,0.9259,8,32,23,20,0
1,97,23,15,8,8,18,76,35,0.4605,47,24,0.5106,29,11,0.3793,20,16,0.8,3,46,21,20,1
0,123,19,19,17,7,17,95,45,0.4737,63,36,0.5714,32,9,0.2813,34,24,0.7059,12,35,13,35,1
1,118,28,24,12,7,27,97,46,0.4742,63,34,0.5397,34,12,0.3529,18,14,0.7778,10,34,29,28,0
0,120,20,6,9,1,22,88,48,0.5455,65,37,0.5692,23,11,0.4783,14,13,0.9286,8,34,30,34,1
1,97,20,13,2,1,16,85,35,0.4118,48,26,0.5417,37,9,0.2432,24,18,0.75,14,31,16,28,0
0,103,19,18,6,3,27,79,39,0.4937,54,28,0.5185,25,11,0.44,17,14,0.8235,8,30,33,10,0
1,120,21,11,12,3,17,80,43,0.5375,61,36,0.5902,19,7,0.3684,33,27,0.8182,7,31,31,26,1
0,111,20,15,8,1,31,95,38,0.4,63,29,0.4603,32,9,0.2813,30,26,0.8667,12,32,23,26,0
1,117,22,22,8,9,28,81,40,0.4938,56,34,0.6071,25,6,0.24,38,31,0.8158,10,38,32,27,1
0,104,21,19,14,6,25,81,38,0.4691,65,30,0.4615,16,8,0.5,29,20,0.6897,15,29,28,25,1
1,95,19,24,10,8,22,76,32,0.4211,55,26,0.4727,21,6,0.2857,31,25,0.8065,11,28,30,21,0
0,99,24,9,12,5,13,87,37,0.4253,65,29,0.4462,22,8,0.3636,20,17,0.85,8,29,23,25,0
1,102,24,15,8,2,23,86,40,0.4651,61,31,0.5082,25,9,0.36,14,13,0.9286,11,39,21,23,1
0,119,27,9,5,10,24,82,42,0.5122,66,33,0.5,16,9,0.5625,37,26,0.7027,8,43,26,26,1
1,104,16,11,5,3,23,87,32,0.3678,55,21,0.3818,32,11,0.3438,36,29,0.8056,11,34,24,18,0
0,88,22,15,13,0,28,83,33,0.3976,54,26,0.4815,29,7,0.2414,25,15,0.6,6,31,24,28,0
1,95,20,20,11,5,19,86,36,0.4186,56,27,0.4821,30,9,0.3,29,14,0.4828,18,40,20,26,1
0,111,35,14,5,4,19,84,40,0.4762,48,28,0.5833,36,12,0.3333,24,19,0.7917,4,36,25,23,0
1,119,27,10,6,2,23,88,42,0.4773,49,26,0.5306,39,16,0.4103,22,19,0.8636,7,38,32,23,1
0,114,25,14,11,8,23,96,38,0.3958,61,26,0.4262,35,12,0.3429,31,26,0.8387,12,32,27,23,0
1,123,24,19,8,8,26,82,42,0.5122,60,32,0.5333,22,10,0.4545,34,29,0.8529,6,42,34,26,1
0,118,33,17,8,6,23,85,41,0.4824,53,29,0.5472,32,12,0.375,30,24,0.8,13,35,35,22,1
1,108,26,15,9,5,22,94,43,0.4574,66,36,0.5455,28,7,0.25,22,15,0.6818,12,31,37,27,0
0,109,26,14,7,2,18,77,41,0.5325,51,27,0.5294,26,14,0.5385,15,13,0.8667,8,35,31,27,1
1,94,11,13,11,7,12,81,36,0.4444,48,27,0.5625,33,9,0.2727,17,13,0.7647,9,29,21,26,0
0,102,21,14,9,4,21,94,38,0.4043,50,25,0.5,44,13,0.2955,16,13,0.8125,13,24,31,25,0
1,113,30,19,6,10,17,79,44,0.557,54,34,0.6296,25,10,0.4,20,15,0.75,4,37,30,29,1
0,118,21,15,9,4,11,84,43,0.5119,62,33,0.5323,22,10,0.4545,33,22,0.6667,9,40,27,23,1
1,107,27,16,10,5,24,86,42,0.4884,57,27,0.4737,29,15,0.5172,11,8,0.7273,3,35,27,29,0
0,102,19,8,10,9,21,98,43,0.4388,82,36,0.439,16,7,0.4375,10,9,0.9,11,26,25,23,0
1,108,24,18,4,10,15,90,40,0.4444,59,29,0.4915,31,11,0.3548,19,17,0.8947,15,36,25,22,1
0,116,28,15,11,6,14,100,45,0.45,73,38,0.5205,27,7,0.2593,25,19,0.76,13,42,32,26,1
1,113,27,19,7,3,24,101,40,0.396,51,21,0.4118,50,19,0.38,16,14,0.875,12,41,25,23,0
0,102,17,16,10,3,24,78,38,0.4872,51,30,0.5882,27,8,0.2963,22,18,0.8182,5,30,27,21,0
1,105,23,19,10,3,23,86,40,0.4651,60,32,0.5333,26,8,0.3077,26,17,0.6538,15,32,30,31,1
0,111,21,13,6,3,15,89,37,0.4157,48,21,0.4375,41,16,0.3902,22,21,0.9545,12,31,31,20,0
1,118,21,10,7,6,16,91,46,0.5055,56,29,0.5179,35,17,0.4857,10,9,0.9,9,34,36,30,1
0,109,31,16,3,7,23,82,40,0.4878,59,27,0.4576,23,13,0.5652,23,16,0.6957,7,33,36,25,0
1,133,27,10,10,6,18,98,48,0.4898,67,33,0.4925,31,15,0.4839,26,22,0.8462,13,36,38,39,1
0,93,27,14,5,6,20,80,35,0.4375,53,25,0.4717,27,10,0.3704,19,13,0.6842,9,34,32,28,0
1,94,32,11,5,3,22,89,37,0.4157,49,27,0.551,40,10,0.25,13,10,0.7692,12,31,25,20,1
0,100,24,9,8,4,20,82,34,0.4146,63,25,0.3968,19,9,0.4737,31,23,0.7419,7,35,31,20,1
1,95,23,14,3,1,28,83,35,0.4217,47,22,0.4681,36,13,0.3611,18,12,0.6667,5,41,26,20,0
0,91,22,15,14,7,20,88,37,0.4205,60,27,0.45,28,10,0.3571,15,7,0.4667,11,31,18,33,0
1,96,24,21,6,8,20,80,34,0.425,49,23,0.4694,31,11,0.3548,23,17,0.7391,12,37,31,23,1
0,119,24,15,5,3,16,84,42,0.5,51,29,0.5686,33,13,0.3939,25,22,0.88,5,44,38,25,1
1,112,24,11,10,2,19,106,45,0.4245,67,35,0.5224,39,10,0.2564,13,12,0.9231,14,35,40,26,0
0,99,22,14,5,12,15,82,35,0.4268,55,28,0.5091,27,7,0.2593,23,22,0.9565,12,33,31,22,0
1,105,23,12,9,3,19,91,41,0.4505,63,31,0.4921,28,10,0.3571,17,13,0.7647,15,29,32,29,1
0,106,28,14,4,7,28,82,38,0.4634,58,28,0.4828,24,10,0.4167,27,20,0.7407,10,35,30,22,1
1,101,23,10,5,4,25,76,33,0.4342,48,22,0.4583,28,11,0.3929,32,24,0.75,6,33,25,32,0
0,90,25,18,9,1,15,81,38,0.4691,55,28,0.5091,26,10,0.3846,4,4,1,6,24,25,29,0
1,114,22,17,10,6,14,95,46,0.4842,60,34,0.5667,35,12,0.3429,12,10,0.8333,21,33,33,27,1
0,120,26,10,15,4,20,81,46,0.5679,52,34,0.6538,29,12,0.4138,20,16,0.8,6,23,23,29,1
1,105,19,19,9,4,21,72,38,0.5278,51,25,0.4902,21,13,0.619,20,16,0.8,8,28,21,21,0
0,104,23,21,13,7,25,97,42,0.433,72,37,0.5139,25,5,0.2,18,15,0.8333,20,34,27,32,0
1,109,22,20,10,5,16,87,40,0.4598,57,30,0.5263,30,10,0.3333,31,19,0.6129,17,32,29,21,1
0,89,18,25,10,5,20,73,34,0.4658,56,28,0.5,17,6,0.3529,17,15,0.8824,8,33,21,18,1
1,80,13,19,7,5,20,74,30,0.4054,45,23,0.5111,29,7,0.2414,17,13,0.7647,3,28,19,13,0
0,103,25,15,11,6,22,88,41,0.4659,66,36,0.5455,22,5,0.2273,21,16,0.7619,10,33,20,27,0
1,104,22,19,8,5,21,85,38,0.4471,51,28,0.549,34,10,0.2941,27,18,0.6667,14,31,36,31,1
0,98,24,11,8,8,16,81,38,0.4691,57,30,0.5263,24,8,0.3333,21,14,0.6667,8,32,17,33,0
1,116,24,10,11,5,15,88,42,0.4773,49,25,0.5102,39,17,0.4359,17,15,0.8824,11,34,26,37,1
0,86,17,8,4,4,16,91,36,0.3956,65,29,0.4462,26,7,0.2692,13,7,0.5385,10,36,28,19,0
1,100,17,11,6,7,11,94,37,0.3936,62,27,0.4355,32,10,0.3125,16,16,1,14,43,29,23,1
0,83,18,12,9,7,13,91,31,0.3407,71,26,0.3662,20,5,0.25,20,16,0.8,17,39,18,19,0
1,86,16,14,8,1,19,85,34,0.4,59,25,0.4237,26,9,0.3462,14,9,0.6429,9,41,17,27,1
0,95,22,13,7,7,22,84,35,0.4167,62,28,0.4516,22,7,0.3182,25,18,0.72,12,31,24,29,0
1,101,20,14,5,8,18,76,36,0.4737,44,27,0.6136,32,9,0.2813,26,20,0.7692,10,34,21,22,1
0,122,28,13,10,4,20,82,41,0.5,47,25,0.5319,35,16,0.4571,27,24,0.8889,8,26,19,27,1
1,112,25,14,8,3,22,80,40,0.5,50,30,0.6,30,10,0.3333,26,22,0.8462,7,28,29,17,0
0,88,18,21,10,3,20,80,32,0.4,53,21,0.3962,27,11,0.4074,18,13,0.7222,11,33,17,23,0
1,106,24,13,12,5,17,88,39,0.4432,54,29,0.537,34,10,0.2941,23,18,0.7826,14,35,30,10,1
0,108,28,12,9,6,21,81,40,0.4938,48,26,0.5417,33,14,0.4242,20,14,0.7,4,33,29,31,1
1,100,23,16,7,5,20,78,35,0.4487,42,21,0.5,36,14,0.3889,21,16,0.7619,7,35,31,19,0
0,86,15,9,9,4,18,97,37,0.3814,72,35,0.4861,25,2,0.08,13,10,0.7692,12,32,25,14,0
1,99,26,15,7,6,17,80,44,0.55,52,35,0.6731,28,9,0.3214,14,2,0.1429,6,41,18,29,1
0,117,23,12,6,6,26,89,44,0.4944,69,33,0.4783,20,11,0.55,23,18,0.7826,7,29,22,27,1
1,115,19,17,4,6,20,91,42,0.4615,60,31,0.5167,31,11,0.3548,30,20,0.6667,15,37,25,30,0
0,148,37,14,9,2,23,100,58,0.58,70,44,0.6286,30,14,0.4667,28,18,0.6429,16,36,43,33,1
1,124,32,15,7,4,18,89,46,0.5169,52,36,0.6923,37,10,0.2703,27,22,0.8148,3,25,24,36,0
0,113,31,16,8,1,23,80,40,0.5,48,26,0.5417,32,14,0.4375,21,19,0.9048,4,44,29,26,1
1,97,27,14,5,4,21,92,35,0.3804,44,24,0.5455,48,11,0.2292,23,16,0.6957,9,36,21,17,0
0,106,28,14,5,6,17,87,43,0.4943,59,30,0.5085,28,13,0.4643,12,7,0.5833,8,39,31,26,1
1,105,22,8,9,8,12,90,41,0.4556,63,34,0.5397,27,7,0.2593,21,16,0.7619,8,35,27,21,0
0,104,22,14,2,1,29,82,37,0.4512,47,22,0.4681,35,15,0.4286,16,15,0.9375,10,34,18,26,0
1,111,23,11,6,5,15,78,39,0.5,51,32,0.6275,27,7,0.2593,32,26,0.8125,6,35,34,25,1
0,94,20,18,10,3,20,82,33,0.4024,50,23,0.46,32,10,0.3125,22,18,0.8182,8,27,29,26,0
1,116,32,18,9,4,18,85,45,0.5294,60,35,0.5833,25,10,0.4,19,16,0.8421,11,34,37,24,1
0,108,31,19,8,10,24,82,40,0.4878,46,23,0.5,36,17,0.4722,15,11,0.7333,4,29,28,30,0
1,116,19,16,14,3,18,87,41,0.4713,50,27,0.54,37,14,0.3784,29,20,0.6897,12,34,40,25,1
0,109,23,15,7,7,30,83,39,0.4699,50,27,0.54,33,12,0.3636,21,19,0.9048,8,27,28,34,0
1,115,21,11,4,3,20,81,38,0.4691,65,31,0.4769,16,7,0.4375,42,32,0.7619,15,29,26,28,1
0,113,18,14,17,2,24,82,36,0.439,46,25,0.5435,36,11,0.3056,38,30,0.7895,7,27,29,30,0
1,125,21,21,9,3,29,82,45,0.5488,54,34,0.6296,28,11,0.3929,32,24,0.75,11,45,39,37,1
0,108,19,9,9,5,21,83,38,0.4578,58,28,0.4828,25,10,0.4,28,22,0.7857,11,26,20,25,0
1,117,19,14,3,3,23,86,45,0.5233,50,27,0.54,36,18,0.5,10,9,0.9,9,31,33,29,1
0,103,20,10,7,9,19,92,43,0.4674,71,37,0.5211,21,6,0.2857,16,11,0.6875,13,31,28,30,1
1,95,22,15,6,9,18,85,37,0.4353,58,29,0.5,27,8,0.2963,14,13,0.9286,11,33,29,30,0
0,107,32,17,3,5,20,81,44,0.5432,56,32,0.5714,25,12,0.48,10,7,0.7,7,26,29,34,0
1,127,31,6,10,3,18,91,51,0.5604,65,41,0.6308,26,10,0.3846,21,15,0.7143,12,27,30,37,1
0,101,23,15,1,3,18,80,37,0.4625,49,24,0.4898,31,13,0.4194,20,14,0.7,7,39,30,23,1
1,100,21,7,3,4,19,90,38,0.4222,61,29,0.4754,29,9,0.3103,17,15,0.8824,7,36,20,28,0
0,94,14,11,14,1,15,83,37,0.4458,64,33,0.5156,19,4,0.2105,17,16,0.9412,7,34,22,24,1
1,86,24,20,9,9,14,82,35,0.4268,48,26,0.5417,34,9,0.2647,12,7,0.5833,10,35,23,20,0
0,107,27,9,8,3,22,97,43,0.4433,75,33,0.44,22,10,0.4545,15,11,0.7333,10,32,33,22,0
1,112,22,17,4,10,14,86,38,0.4419,46,22,0.4783,40,16,0.4,25,20,0.8,11,37,35,32,1
0,90,20,17,8,6,15,76,33,0.4342,61,29,0.4754,15,4,0.2667,28,20,0.7143,7,32,20,21,0
1,104,24,18,8,5,24,83,40,0.4819,57,28,0.4912,26,12,0.4615,12,12,1,10,34,19,23,1
0,90,18,18,7,4,18,82,39,0.4756,52,32,0.6154,30,7,0.2333,9,5,0.5556,9,33,33,17,0
1,99,20,14,10,3,15,81,36,0.4444,44,21,0.4773,37,15,0.4054,18,12,0.6667,8,30,25,21,1
0,101,21,24,2,4,28,71,32,0.4507,40,18,0.45,31,14,0.4516,31,23,0.7419,16,32,30,25,0
1,105,14,12,14,2,26,78,33,0.4231,52,23,0.4423,26,10,0.3846,35,29,0.8286,11,21,19,30,1
0,105,31,22,12,2,26,79,39,0.4937,53,30,0.566,26,9,0.3462,20,18,0.9,9,25,26,27,0
1,109,20,18,14,5,22,71,38,0.5352,54,33,0.6111,17,5,0.2941,37,28,0.7568,8,24,30,23,1
0,128,31,24,8,5,32,92,45,0.4891,61,37,0.6066,31,8,0.2581,34,30,0.8824,6,48,21,27,0
1,132,32,13,14,3,28,113,47,0.4159,69,31,0.4493,44,16,0.3636,26,22,0.8462,15,40,25,29,1
0,75,15,12,8,4,18,85,26,0.3059,53,19,0.3585,32,7,0.2188,27,16,0.5926,16,29,22,15,0
1,98,20,12,9,8,21,86,38,0.4419,55,28,0.5091,31,10,0.3226,17,12,0.7059,9,43,22,31,1
0,101,19,12,11,6,22,85,36,0.4235,60,28,0.4667,25,8,0.32,26,21,0.8077,11,33,19,30,0
1,104,23,15,7,8,20,83,34,0.4096,53,24,0.4528,30,10,0.3333,33,26,0.7879,14,35,20,25,1
0,126,20,15,5,4,22,91,43,0.4725,69,36,0.5217,22,7,0.3182,39,33,0.8462,18,29,30,31,1
1,118,31,17,4,1,27,84,47,0.5595,57,38,0.6667,27,9,0.3333,22,15,0.6818,8,32,26,31,0
0,105,24,14,9,11,15,87,43,0.4943,61,35,0.5738,26,8,0.3077,13,11,0.8462,11,33,28,24,1
1,99,23,17,9,4,17,83,36,0.4337,52,25,0.4808,31,11,0.3548,19,16,0.8421,11,29,27,26,0
0,108,27,14,1,5,25,79,37,0.4684,41,21,0.5122,38,16,0.4211,25,18,0.72,8,37,26,33,0
1,109,12,4,8,4,18,94,40,0.4255,69,33,0.4783,25,7,0.28,32,22,0.6875,16,34,30,17,1
0,102,19,18,6,3,14,72,35,0.4861,51,29,0.5686,21,6,0.2857,31,26,0.8387,6,35,29,26,0
1,114,23,10,11,4,19,94,47,0.5,66,39,0.5909,28,8,0.2857,16,12,0.75,13,32,25,38,1
0,112,28,14,4,0,20,83,43,0.5181,61,34,0.5574,22,9,0.4091,19,17,0.8947,6,32,31,29,0
1,123,40,12,6,3,16,83,46,0.5542,53,33,0.6226,30,13,0.4333,20,18,0.9,3,33,21,37,1
0,107,22,11,3,5,25,90,42,0.4667,46,27,0.587,44,15,0.3409,10,8,0.8,7,35,21,32,0
1,108,18,10,6,2,16,91,40,0.4396,65,33,0.5077,26,7,0.2692,36,21,0.5833,14,37,15,30,1
0,101,26,16,6,10,19,87,39,0.4483,61,30,0.4918,26,9,0.3462,18,14,0.7778,8,34,32,24,1
1,96,16,14,5,6,23,85,36,0.4235,64,30,0.4688,21,6,0.2857,31,18,0.5806,10,39,21,32,0
0,98,24,15,11,9,15,96,38,0.3958,65,28,0.4308,31,10,0.3226,16,12,0.75,9,35,24,19,1
1,95,23,20,10,7,16,97,38,0.3918,66,31,0.4697,31,7,0.2258,18,12,0.6667,15,42,24,25,0
0,101,22,16,3,2,26,84,35,0.4167,49,26,0.5306,35,9,0.2571,29,22,0.7586,10,32,18,26,0
1,116,32,12,11,4,24,80,45,0.5625,56,36,0.6429,24,9,0.375,25,17,0.68,3,36,32,31,1
0,101,20,11,8,2,15,94,36,0.383,57,25,0.4386,37,11,0.2973,22,18,0.8182,10,33,16,25,0
1,115,31,15,6,7,20,81,42,0.5185,49,26,0.5306,32,16,0.5,20,15,0.75,6,42,25,30,1
0,108,25,17,10,12,22,89,39,0.4382,53,25,0.4717,36,14,0.3889,25,16,0.64,12,40,28,30,1
1,93,19,17,8,9,21,94,37,0.3936,73,30,0.411,21,7,0.3333,17,12,0.7059,12,35,16,24,0
0,104,20,10,8,3,19,82,36,0.439,31,15,0.4839,51,21,0.4118,23,11,0.4783,7,37,38,13,1
1,97,24,14,5,2,21,82,35,0.4268,47,20,0.4255,35,15,0.4286,18,12,0.6667,9,40,28,17,0
0,108,29,14,9,6,19,82,38,0.4634,58,28,0.4828,24,10,0.4167,25,22,0.88,11,34,22,29,1
1,85,19,18,7,4,25,83,36,0.4337,65,34,0.5231,18,2,0.1111,14,11,0.7857,9,32,21,19,0
0,114,20,9,7,2,14,84,45,0.5357,68,39,0.5735,16,6,0.375,22,18,0.8182,5,28,29,25,0
1,123,24,11,4,1,16,82,45,0.5488,51,28,0.549,31,17,0.5484,21,16,0.7619,6,31,25,29,1
0,113,25,13,10,3,28,93,39,0.4194,53,25,0.4717,40,14,0.35,22,21,0.9545,10,37,25,37,1
1,102,26,19,6,5,15,79,35,0.443,58,30,0.5172,21,5,0.2381,39,27,0.6923,10,30,22,33,0
0,89,17,13,3,6,21,81,38,0.4691,69,33,0.4783,12,5,0.4167,14,8,0.5714,5,33,19,28,1
1,88,19,17,8,4,19,82,31,0.378,48,19,0.3958,34,12,0.3529,18,14,0.7778,7,39,17,30,0
0,112,25,23,10,2,25,86,42,0.4884,51,26,0.5098,35,16,0.4571,16,12,0.75,12,27,20,20,0
1,121,18,14,16,6,15,87,45,0.5172,60,36,0.6,27,9,0.3333,29,22,0.7586,13,27,25,29,1
0,118,32,10,9,5,20,82,45,0.5488,61,37,0.6066,21,8,0.381,24,20,0.8333,3,30,28,32,0
1,130,36,13,3,2,20,80,48,0.6,52,34,0.6538,28,14,0.5,24,20,0.8333,2,30,39,34,1
0,113,25,10,9,3,15,101,46,0.4554,81,40,0.4938,20,6,0.3,18,15,0.8333,13,30,29,33,0
1,126,37,16,9,8,17,89,48,0.5393,52,27,0.5192,37,21,0.5676,15,9,0.6,11,36,38,36,1
0,110,23,21,6,5,26,79,37,0.4684,49,22,0.449,30,15,0.5,25,21,0.84,6,33,26,26,0
1,121,25,11,13,8,25,88,40,0.4545,54,27,0.5,34,13,0.3824,32,28,0.875,11,32,30,31,1
0,108,27,16,13,1,15,91,43,0.4725,60,30,0.5,31,13,0.4194,11,9,0.8182,8,29,31,29,0
1,115,27,21,13,4,11,82,46,0.561,45,33,0.7333,37,13,0.3514,13,10,0.7692,8,36,38,35,1
0,97,20,13,7,5,16,87,36,0.4138,66,26,0.3939,21,10,0.4762,21,15,0.7143,10,37,30,15,1
