teamLoc,teamPTS,teamAST,teamTO,teamSTL,teamBLK,teamPF,teamFGA,teamFGM,teamFG%,team2PA,team2PM,team2P%,team3PA,team3PM,team3P%,teamFTA,teamFTM,teamFT%,teamORB,teamDRB,teamPTS1,teamPTS2,teamRslt
0,102,29,18,4,3,20,85,42,0.4941,68,38,0.5588,17,4,0.2353,19,14,0.7368,6,34,39,22,0
1,117,30,8,12,6,15,94,41,0.4362,47,23,0.4894,47,18,0.383,22,17,0.7727,9,33,29,29,1
0,108,22,15,8,4,13,80,45,0.5625,55,35,0.6364,25,10,0.4,9,8,0.8889,4,26,27,18,1
1,98,20,20,9,2,14,78,38,0.4872,55,31,0.5636,23,7,0.3043,15,15,1,10,26,32,22,0
0,81,24,17,12,1,15,80,29,0.3625,45,16,0.3556,35,13,0.3714,13,10,0.7692,8,31,24,13,0
1,97,25,17,11,5,18,75,37,0.4933,40,22,0.55,35,15,0.4286,11,8,0.7273,8,35,25,27,1
0,95,24,17,2,9,24,84,34,0.4048,53,23,0.434,31,11,0.3548,23,16,0.6957,9,36,31,22,0
1,110,30,10,11,6,24,94,39,0.4149,61,29,0.4754,33,10,0.303,27,22,0.8148,11,33,17,36,1
0,108,19,17,5,6,21,77,41,0.5325,56,33,0.5893,21,8,0.381,23,18,0.7826,8,32,30,27,0
1,121,31,10,8,2,19,81,46,0.5679,49,28,0.5714,32,18,0.5625,19,11,0.5789,5,25,31,33,1
0,97,23,18,11,5,13,80,38,0.475,52,29,0.5577,28,9,0.3214,13,12,0.9231,6,31,25,22,1
1,95,19,18,9,8,17,83,38,0.4578,62,27,0.4355,21,11,0.5238,9,8,0.8889,8,29,31,30,0
0,100,19,13,9,5,14,75,34,0.4533,43,21,0.4884,32,13,0.4063,23,19,0.8261,1,44,7,38,1
1,93,25,15,10,2,18,89,33,0.3708,56,19,0.3393,33,14,0.4242,16,13,0.8125,7,40,13,29,0
0,108,25,16,6,1,20,85,43,0.5059,59,30,0.5085,26,13,0.5,12,9,0.75,11,26,27,31,0
1,119,24,14,12,5,14,93,49,0.5269,72,40,0.5556,21,9,0.4286,17,12,0.7059,19,29,33,30,1
0,98,19,19,7,7,22,74,33,0.4459,45,20,0.4444,29,13,0.4483,23,19,0.8261,12,31,19,28,1
1,88,15,14,8,3,24,80,32,0.4,55,24,0.4364,25,8,0.32,18,16,0.8889,11,24,22,25,0
0,109,22,15,4,9,23,92,40,0.4348,51,24,0.4706,41,16,0.3902,16,13,0.8125,10,25,25,25,0
1,121,25,16,7,8,18,79,42,0.5316,53,27,0.5094,26,15,0.5769,26,22,0.8462,8,35,33,24,1
0,113,25,12,7,3,21,85,41,0.4824,48,26,0.5417,37,15,0.4054,20,16,0.8,10,35,29,24,1
1,91,15,14,6,1,18,96,36,0.375,68,33,0.4853,28,3,0.1071,20,16,0.8,22,31,22,23,0
0,118,26,8,8,2,19,85,44,0.5176,60,33,0.55,25,11,0.44,23,19,0.8261,8,32,31,29,1
1,108,27,17,2,4,23,77,40,0.5195,44,24,0.5455,33,16,0.4848,21,12,0.5714,5,31,23,34,0
0,103,18,12,10,3,22,83,37,0.4458,62,30,0.4839,21,7,0.3333,26,22,0.8462,5,40,30,23,1
1,91,13,13,3,3,20,88,35,0.3977,73,30,0.411,15,5,0.3333,22,16,0.7273,14,37,23,14,0
0,103,24,14,5,4,19,86,40,0.4651,47,30,0.6383,39,10,0.2564,17,13,0.7647,6,37,26,29,0
1,117,31,15,8,4,19,86,42,0.4884,36,22,0.6111,50,20,0.4,20,13,0.65,8,34,43,23,1
0,108,25,11,7,0,19,85,41,0.4824,53,27,0.5094,32,14,0.4375,17,12,0.7059,4,36,23,30,0
1,115,27,10,7,5,16,82,43,0.5244,58,33,0.569,24,10,0.4167,21,19,0.9048,4,39,21,25,1
0,110,27,15,7,6,15,79,42,0.5316,62,33,0.5323,17,9,0.5294,21,17,0.8095,11,25,27,26,1
1,106,31,15,9,6,15,80,40,0.5,43,24,0.5581,37,16,0.4324,14,10,0.7143,9,27,27,28,0
0,115,23,16,10,5,29,91,44,0.4835,61,33,0.541,30,11,0.3667,24,16,0.6667,12,31,32,30,0
1,120,19,17,7,3,22,85,41,0.4824,57,31,0.5439,28,10,0.3571,30,28,0.9333,10,34,34,26,1
0,97,24,15,7,5,19,84,37,0.4405,53,27,0.5094,31,10,0.3226,20,13,0.65,8,34,24,25,0
1,108,21,14,12,2,17,81,40,0.4938,48,29,0.6042,33,11,0.3333,23,17,0.7391,5,40,35,40,1
0,104,25,15,4,4,12,87,38,0.4368,57,27,0.4737,30,11,0.3667,23,17,0.7391,13,44,28,18,1
1,99,27,9,11,7,20,94,38,0.4043,54,22,0.4074,40,16,0.4,10,7,0.7,9,32,29,14,0
0,92,23,7,5,4,16,83,36,0.4337,55,26,0.4727,28,10,0.3571,17,10,0.5882,9,35,23,20,1
1,89,27,10,3,1,17,85,35,0.4118,55,25,0.4545,30,10,0.3333,14,9,0.6429,13,36,30,21,0
0,112,27,12,13,5,22,71,42,0.5915,49,33,0.6735,22,9,0.4091,31,19,0.6129,1,37,32,29,1
1,87,15,18,5,2,21,77,31,0.4026,60,26,0.4333,17,5,0.2941,29,20,0.6897,9,31,26,11,0
0,77,13,18,6,4,13,78,28,0.359,44,21,0.4773,34,7,0.2059,16,14,0.875,12,30,24,25,0
1,106,24,11,7,6,20,87,42,0.4828,55,28,0.5091,32,14,0.4375,9,8,0.8889,9,34,26,22,1
0,107,21,21,12,4,19,84,39,0.4643,62,32,0.5161,22,7,0.3182,28,22,0.7857,8,29,19,22,0
1,131,31,19,11,6,22,89,51,0.573,61,38,0.623,28,13,0.4643,21,16,0.7619,5,39,36,33,1
0,108,17,13,8,5,20,96,38,0.3958,64,26,0.4063,32,12,0.375,30,20,0.6667,21,27,25,32,0
1,121,28,14,9,7,22,76,45,0.5921,46,32,0.6957,30,13,0.4333,26,18,0.6923,2,35,31,28,1
0,113,22,12,8,4,42,89,36,0.4045,67,27,0.403,22,9,0.4091,37,32,0.8649,7,28,18,22,0
1,118,23,17,6,8,27,81,37,0.4568,63,34,0.5397,18,3,0.1667,64,41,0.6406,21,43,28,30,1
0,86,21,15,13,4,20,84,32,0.381,46,22,0.4783,38,10,0.2632,20,12,0.6,9,22,22,22,0
1,115,26,20,10,5,20,73,44,0.6027,60,39,0.65,13,5,0.3846,26,22,0.8462,8,44,33,32,1
0,113,26,13,6,2,17,79,37,0.4684,60,28,0.4667,19,9,0.4737,35,30,0.8571,7,29,25,27,0
1,126,24,9,6,2,23,98,52,0.5306,66,38,0.5758,32,14,0.4375,11,8,0.7273,11,28,32,39,1
0,97,18,14,10,7,17,88,42,0.4773,60,35,0.5833,28,7,0.25,6,6,1,6,30,27,22,0
1,118,26,17,9,0,10,86,42,0.4884,46,24,0.5217,40,18,0.45,21,16,0.7619,10,39,22,32,1
0,120,30,18,10,1,14,81,47,0.5802,58,38,0.6552,23,9,0.3913,19,17,0.8947,10,34,28,34,1
1,102,27,17,8,2,17,84,39,0.4643,49,25,0.5102,35,14,0.4,11,10,0.9091,8,20,29,20,0
0,109,25,14,5,1,21,90,42,0.4667,61,31,0.5082,29,11,0.3793,25,14,0.56,14,38,21,27,1
1,104,26,11,5,3,23,84,39,0.4643,57,30,0.5263,27,9,0.3333,21,17,0.8095,7,37,27,20,0
0,95,21,17,4,1,19,77,35,0.4545,55,24,0.4364,22,11,0.5,16,14,0.875,11,26,21,28,0
1,104,22,12,9,5,17,75,38,0.5067,55,30,0.5455,20,8,0.4,24,20,0.8333,5,27,28,30,1
0,127,30,22,10,4,19,94,47,0.5,64,35,0.5469,30,12,0.4,28,21,0.75,12,37,30,20,1
1,123,30,17,12,5,23,95,47,0.4947,71,38,0.5352,24,9,0.375,25,20,0.8,7,27,20,34,0
0,121,30,20,9,5,20,79,41,0.519,40,23,0.575,39,18,0.4615,27,21,0.7778,12,28,42,21,1
1,114,24,18,9,4,20,79,41,0.519,48,29,0.6042,31,12,0.3871,24,20,0.8333,8,21,35,32,0
0,97,24,19,11,1,22,84,35,0.4167,52,19,0.3654,32,16,0.5,18,11,0.6111,15,30,22,22,0
1,108,25,17,7,7,20,79,40,0.5063,50,28,0.56,29,12,0.4138,20,16,0.8,7,33,28,26,1
0,110,25,11,4,4,27,82,44,0.5366,58,35,0.6034,24,9,0.375,21,13,0.619,6,34,39,29,0
1,111,22,12,7,4,19,83,38,0.4578,52,26,0.5,31,12,0.3871,31,23,0.7419,11,33,30,32,1
0,103,19,10,11,5,20,87,42,0.4828,67,36,0.5373,20,6,0.3,15,13,0.8667,5,30,33,27,1
1,91,17,19,5,3,14,83,35,0.4217,60,29,0.4833,23,6,0.2609,17,15,0.8824,10,40,21,24,0
0,126,38,13,13,2,20,85,49,0.5765,50,32,0.64,35,17,0.4857,14,11,0.7857,10,23,26,35,1
1,107,23,19,8,6,16,70,38,0.5429,41,28,0.6829,29,10,0.3448,30,21,0.7,10,26,27,34,0
0,133,46,19,9,11,16,88,55,0.625,64,43,0.6719,24,12,0.5,11,11,1,7,35,41,37,1
1,112,23,15,9,4,15,96,44,0.4583,68,33,0.4853,28,11,0.3929,18,13,0.7222,13,22,34,29,0
0,91,20,15,7,5,21,79,35,0.443,49,26,0.5306,30,9,0.3,19,12,0.6316,4,28,26,26,0
1,109,28,11,12,6,20,89,43,0.4831,68,36,0.5294,21,7,0.3333,19,16,0.8421,16,33,26,20,1
0,115,21,11,7,5,17,102,45,0.4412,76,37,0.4868,26,8,0.3077,22,17,0.7727,15,31,32,26,0
1,120,29,12,6,8,18,97,48,0.4948,65,38,0.5846,32,10,0.3125,21,14,0.6667,12,35,27,38,1
0,107,29,12,5,10,15,85,45,0.5294,67,39,0.5821,18,6,0.3333,14,11,0.7857,8,35,29,32,1
1,106,30,9,8,2,16,90,42,0.4667,54,29,0.537,36,13,0.3611,13,9,0.6923,8,30,31,29,0
0,95,20,15,8,5,18,70,31,0.4429,43,20,0.4651,27,11,0.4074,32,22,0.6875,7,36,24,23,1
1,79,19,16,8,7,26,74,30,0.4054,59,25,0.4237,15,5,0.3333,18,14,0.7778,8,30,18,20,0
0,100,21,22,9,5,24,79,38,0.481,59,33,0.5593,20,5,0.25,21,19,0.9048,10,30,30,19,0
1,105,25,22,8,4,24,80,39,0.4875,45,25,0.5556,35,14,0.4,21,13,0.619,9,30,22,28,1
0,107,26,17,7,5,20,76,39,0.5132,52,27,0.5192,24,12,0.5,21,17,0.8095,6,20,33,21,0
1,111,28,19,7,8,24,79,41,0.519,53,33,0.6226,26,8,0.3077,22,21,0.9545,13,29,42,22,1
0,108,28,10,4,7,20,87,42,0.4828,57,27,0.4737,30,15,0.5,15,9,0.6,6,36,29,26,0
1,114,25,9,7,3,15,85,42,0.4941,55,30,0.5455,30,12,0.4,25,18,0.72,8,38,27,16,1
0,111,24,12,8,1,19,101,48,0.4752,77,41,0.5325,24,7,0.2917,11,8,0.7273,16,31,22,32,0
1,116,32,9,8,6,16,80,42,0.525,49,28,0.5714,31,14,0.4516,23,18,0.7826,4,27,31,29,1
0,82,16,11,8,6,20,86,30,0.3488,64,24,0.375,22,6,0.2727,23,16,0.6957,11,27,17,21,0
1,108,24,17,4,7,20,79,36,0.4557,44,20,0.4545,35,16,0.4571,26,20,0.7692,15,39,24,35,1
0,114,18,10,12,5,19,99,47,0.4747,72,37,0.5139,27,10,0.3704,14,10,0.7143,13,34,25,29,1
1,102,26,19,1,8,18,82,34,0.4146,40,17,0.425,42,17,0.4048,21,17,0.8095,12,34,22,23,0
0,111,31,13,6,4,19,84,43,0.5119,61,30,0.4918,23,13,0.5652,14,12,0.8571,6,30,32,20,0
1,116,24,11,8,7,14,75,42,0.56,51,31,0.6078,24,11,0.4583,23,21,0.913,1,30,28,38,1
0,103,20,19,8,2,27,78,34,0.4359,47,25,0.5319,31,9,0.2903,32,26,0.8125,7,29,25,22,0
1,108,27,18,7,4,24,86,35,0.407,58,25,0.431,28,10,0.3571,32,28,0.875,17,30,32,31,1
0,104,20,17,7,1,28,77,37,0.4805,53,26,0.4906,24,11,0.4583,21,19,0.9048,6,27,25,27,0
1,109,20,15,9,6,18,69,34,0.4928,50,28,0.56,19,6,0.3158,42,35,0.8333,9,27,33,30,1
0,100,21,21,5,2,24,86,38,0.4419,56,29,0.5179,30,9,0.3,21,15,0.7143,17,35,29,30,0
1,115,26,12,8,6,19,87,40,0.4598,56,28,0.5,31,12,0.3871,28,23,0.8214,9,30,34,21,1
0,123,22,12,2,3,16,86,45,0.5233,55,30,0.5455,31,15,0.4839,25,18,0.72,4,44,26,34,1
1,116,20,5,6,3,17,105,47,0.4476,70,36,0.5143,35,11,0.3143,11,11,1,9,35,33,24,0
0,105,19,12,8,3,11,82,37,0.4512,54,31,0.5741,28,6,0.2143,29,25,0.8621,8,34,36,18,1
1,100,18,14,4,4,24,93,43,0.4624,78,38,0.4872,15,5,0.3333,10,9,0.9,10,35,25,26,0
0,123,32,10,4,4,14,84,47,0.5595,54,36,0.6667,30,11,0.3667,24,18,0.75,7,34,33,29,1
1,95,17,12,5,4,15,81,33,0.4074,44,19,0.4318,37,14,0.3784,17,15,0.8824,5,23,36,24,0
0,106,21,16,3,7,26,73,37,0.5068,39,22,0.5641,34,15,0.4412,22,17,0.7727,8,29,27,28,0
1,112,22,7,9,1,16,88,38,0.4318,62,30,0.4839,26,8,0.3077,31,28,0.9032,14,28,31,29,1
0,87,14,17,11,10,24,76,31,0.4079,48,23,0.4792,28,8,0.2857,23,17,0.7391,8,31,18,25,0
1,90,21,20,8,2,19,87,37,0.4253,65,31,0.4769,22,6,0.2727,21,10,0.4762,15,32,25,29,1
0,118,17,15,10,4,23,90,45,0.5,53,31,0.5849,37,14,0.3784,17,14,0.8235,7,36,27,34,1
1,95,16,21,9,6,22,84,32,0.381,56,23,0.4107,28,9,0.3214,30,22,0.7333,11,34,27,19,0
0,94,24,20,5,5,30,82,36,0.439,50,26,0.52,32,10,0.3125,14,12,0.8571,5,35,23,22,0
1,104,17,15,13,5,18,84,34,0.4048,67,31,0.4627,17,3,0.1765,40,33,0.825,11,41,26,28,1
0,97,26,18,4,2,15,91,40,0.4396,68,34,0.5,23,6,0.2609,16,11,0.6875,15,28,19,21,0
1,115,28,16,10,5,20,86,46,0.5349,60,35,0.5833,26,11,0.4231,15,12,0.8,7,37,31,35,1
0,115,25,11,10,9,14,91,44,0.4835,69,34,0.4928,22,10,0.4545,22,17,0.7727,15,31,28,32,1
1,101,23,14,9,6,22,91,39,0.4286,61,32,0.5246,30,7,0.2333,16,16,1,13,34,28,19,0
0,110,29,24,7,6,28,85,41,0.4824,49,26,0.5306,36,15,0.4167,15,13,0.8667,12,40,33,20,1
1,90,18,18,9,2,19,82,30,0.3659,52,21,0.4038,30,9,0.3,27,21,0.7778,9,29,32,22,0
0,100,17,10,6,2,17,78,35,0.4487,57,26,0.4561,21,9,0.4286,24,21,0.875,3,25,26,23,0
1,111,25,15,5,3,20,78,43,0.5513,56,33,0.5893,22,10,0.4545,19,15,0.7895,8,37,34,28,1
0,113,22,8,6,2,13,81,42,0.5185,45,29,0.6444,36,13,0.3611,17,16,0.9412,5,41,29,32,1
1,91,21,11,4,5,16,82,34,0.4146,48,25,0.5208,34,9,0.2647,18,14,0.7778,10,33,22,23,0
0,92,17,9,9,2,16,79,35,0.443,62,31,0.5,17,4,0.2353,19,18,0.9474,7,27,26,27,0
1,95,22,16,6,8,22,72,34,0.4722,51,28,0.549,21,6,0.2857,24,21,0.875,6,35,29,27,1
0,125,36,17,14,5,17,87,45,0.5172,54,29,0.537,33,16,0.4848,27,19,0.7037,5,35,26,23,1
1,115,33,21,11,4,26,91,45,0.4945,52,29,0.5577,39,16,0.4103,15,9,0.6,11,36,33,36,0
0,105,25,7,5,5,19,91,38,0.4176,55,24,0.4364,36,14,0.3889,23,15,0.6522,15,34,23,24,0
1,122,26,7,4,6,18,86,49,0.5698,60,37,0.6167,26,12,0.4615,17,12,0.7059,5,37,39,25,1
0,93,15,10,8,2,22,85,35,0.4118,58,27,0.4655,27,8,0.2963,24,15,0.625,7,35,29,24,0
1,96,30,17,2,7,20,82,35,0.4268,51,21,0.4118,31,14,0.4516,12,12,1,10,41,28,22,1
0,69,9,13,8,2,21,80,23,0.2875,60,19,0.3167,20,4,0.2,23,19,0.8261,12,19,15,15,0
1,116,29,16,9,3,20,76,43,0.5658,42,27,0.6429,34,16,0.4706,18,14,0.7778,10,42,29,35,1
0,113,23,17,7,4,24,75,37,0.4933,51,28,0.549,24,9,0.375,38,30,0.7895,0,35,23,23,0
1,126,30,18,13,4,28,92,44,0.4783,56,29,0.5179,36,15,0.4167,26,23,0.8846,8,34,36,19,1
0,94,18,18,16,5,21,79,34,0.4304,46,23,0.5,33,11,0.3333,21,15,0.7143,9,26,28,19,0
1,100,18,19,11,6,18,81,39,0.4815,63,35,0.5556,18,4,0.2222,26,18,0.6923,12,34,19,20,1
0,106,20,10,16,6,22,89,42,0.4719,64,31,0.4844,25,11,0.44,14,11,0.7857,11,33,24,27,1
1,92,18,19,2,5,20,78,32,0.4103,51,20,0.3922,27,12,0.4444,21,16,0.7619,7,34,22,15,0
0,95,25,14,15,5,20,86,39,0.4535,54,29,0.537,32,10,0.3125,13,7,0.5385,9,36,22,35,0
1,101,28,15,5,3,10,78,37,0.4744,39,23,0.5897,39,14,0.359,21,13,0.619,7,36,19,29,1
0,96,18,16,3,5,15,83,39,0.4699,57,29,0.5088,26,10,0.3846,16,8,0.5,11,35,30,25,0
1,98,21,13,7,5,14,87,39,0.4483,53,27,0.5094,34,12,0.3529,10,8,0.8,7,32,20,19,1
0,106,25,19,7,3,16,93,40,0.4301,66,29,0.4394,27,11,0.4074,20,15,0.75,11,38,23,29,0
1,110,17,17,9,7,23,98,46,0.4694,70,40,0.5714,28,6,0.2143,18,12,0.6667,13,39,31,13,1
0,90,19,11,7,5,12,86,34,0.3953,58,25,0.431,28,9,0.3214,17,13,0.7647,6,39,26,31,0
1,97,25,12,8,8,15,87,36,0.4138,53,24,0.4528,34,12,0.3529,17,13,0.7647,9,44,24,23,1
0,88,14,15,8,5,24,70,29,0.4143,42,17,0.4048,28,12,0.4286,22,18,0.8182,4,23,32,17,0
1,99,22,19,8,3,21,67,35,0.5224,53,26,0.4906,14,9,0.6429,27,20,0.7407,10,32,23,26,1
0,101,26,15,8,12,20,84,40,0.4762,54,29,0.537,30,11,0.3667,13,10,0.7692,8,39,26,27,1
1,87,17,12,5,3,13,97,34,0.3505,78,28,0.359,19,6,0.3158,17,13,0.7647,14,35,18,20,0
0,100,20,11,5,0,20,87,36,0.4138,57,26,0.4561,30,10,0.3333,27,18,0.6667,16,29,27,24,0
1,104,22,11,6,5,21,79,39,0.4937,57,31,0.5439,22,8,0.3636,26,18,0.6923,13,28,30,30,1
0,114,22,9,7,4,21,94,41,0.4362,59,25,0.4237,35,16,0.4571,22,16,0.7273,10,30,33,33,0
1,123,28,13,4,5,19,86,46,0.5349,55,34,0.6182,31,12,0.3871,29,19,0.6552,11,38,33,34,1
0,105,28,19,7,4,16,72,39,0.5417,38,21,0.5526,34,18,0.5294,12,9,0.75,6,23,35,23,0
1,117,30,11,6,7,13,87,46,0.5287,62,33,0.5323,25,13,0.52,14,12,0.8571,10,24,27,30,1
0,113,29,15,4,7,17,82,45,0.5488,63,38,0.6032,19,7,0.3684,21,16,0.7619,8,38,29,33,1
1,107,23,9,6,3,17,99,44,0.4444,67,34,0.5075,32,10,0.3125,15,9,0.6,17,26,22,27,0
0,107,22,12,13,7,23,96,42,0.4375,68,31,0.4559,28,11,0.3929,24,12,0.5,15,29,32,25,1
1,104,29,18,3,13,26,81,39,0.4815,55,29,0.5273,26,10,0.3846,21,16,0.7619,7,37,25,24,0
0,109,25,11,6,4,23,81,41,0.5062,60,33,0.55,21,8,0.381,25,19,0.76,8,30,26,31,1
1,99,22,14,5,5,21,78,36,0.4615,55,29,0.5273,23,7,0.3043,28,20,0.7143,10,32,28,24,0
0,95,18,12,6,3,25,98,38,0.3878,74,31,0.4189,24,7,0.2917,23,12,0.5217,17,37,33,25,0
1,100,24,16,3,7,21,80,35,0.4375,43,24,0.5581,37,11,0.2973,30,19,0.6333,7,42,20,29,1
0,112,22,17,10,5,25,81,38,0.4691,39,20,0.5128,42,18,0.4286,24,18,0.75,8,38,25,26,1
1,101,17,13,10,5,21,77,34,0.4416,47,23,0.4894,30,11,0.3667,27,22,0.8148,4,28,20,26,0
0,119,23,14,5,7,28,99,48,0.4848,81,42,0.5185,18,6,0.3333,22,17,0.7727,6,50,31,21,1
1,111,22,11,7,11,20,100,40,0.4,71,30,0.4225,29,10,0.3448,29,21,0.7241,9,41,25,27,0
0,102,29,14,5,15,19,81,39,0.4815,55,32,0.5818,26,7,0.2692,22,17,0.7727,5,40,30,16,1
1,98,20,13,8,2,17,92,38,0.413,65,26,0.4,27,12,0.4444,19,10,0.5263,15,34,24,26,0
0,102,23,12,4,4,23,86,37,0.4302,50,26,0.52,36,11,0.3056,22,17,0.7727,9,35,33,30,0
1,106,21,10,6,4,19,86,38,0.4419,47,23,0.4894,39,15,0.3846,24,15,0.625,12,38,32,25,1
0,103,21,13,7,7,20,85,42,0.4941,64,36,0.5625,21,6,0.2857,16,13,0.8125,6,38,14,35,1
1,89,18,15,5,7,17,83,33,0.3976,62,28,0.4516,21,5,0.2381,23,18,0.7826,11,31,25,23,0
0,116,21,11,8,3,23,78,37,0.4744,47,24,0.5106,31,13,0.4194,33,29,0.8788,10,26,25,32,1
1,107,24,17,8,3,25,82,41,0.5,55,32,0.5818,27,9,0.3333,22,16,0.7273,11,24,34,28,0
0,102,18,12,6,2,22,75,35,0.4667,51,25,0.4902,24,10,0.4167,26,22,0.8462,4,32,25,29,0
1,109,20,10,10,6,24,79,36,0.4557,55,28,0.5091,24,8,0.3333,34,29,0.8529,7,33,22,27,1
0,116,21,20,12,4,21,97,47,0.4845,67,34,0.5075,30,13,0.4333,14,9,0.6429,11,35,24,23,1
1,109,19,17,7,3,14,89,41,0.4607,61,31,0.5082,28,10,0.3571,19,17,0.8947,7,28,25,28,0
0,102,14,14,10,0,22,83,38,0.4578,45,27,0.6,38,11,0.2895,17,15,0.8824,11,28,31,24,0
1,105,16,13,6,3,14,81,38,0.4691,54,30,0.5556,27,8,0.2963,24,21,0.875,14,32,26,30,1
0,112,33,14,5,2,18,82,42,0.5122,50,29,0.58,32,13,0.4063,23,15,0.6522,9,35,27,22,0
1,113,22,10,8,4,19,80,39,0.4875,48,25,0.5208,32,14,0.4375,24,21,0.875,4,29,30,32,1
0,101,15,6,6,8,17,90,42,0.4667,63,34,0.5397,27,8,0.2963,14,9,0.6429,8,36,24,26,1
1,89,16,14,3,3,17,81,33,0.4074,54,26,0.4815,27,7,0.2593,19,16,0.8421,8,35,26,27,0
0,110,24,14,7,5,21,85,43,0.5059,58,34,0.5862,27,9,0.3333,21,15,0.7143,6,40,28,24,1
1,99,21,11,7,3,21,93,41,0.4409,68,33,0.4853,25,8,0.32,14,9,0.6429,9,34,29,27,0
0,110,39,12,7,2,24,92,45,0.4891,58,32,0.5517,34,13,0.3824,8,7,0.875,10,29,22,32,0
1,117,33,12,7,6,13,80,41,0.5125,47,24,0.5106,33,17,0.5152,25,18,0.72,9,31,32,25,1
0,102,25,15,6,3,17,91,43,0.4725,67,36,0.5373,24,7,0.2917,9,9,1,8,32,18,26,0
1,104,28,15,10,7,19,82,42,0.5122,57,35,0.614,25,7,0.28,23,13,0.5652,8,32,27,22,1
0,98,31,19,10,2,21,78,37,0.4744,45,26,0.5778,33,11,0.3333,13,13,1,7,32,24,22,0
1,105,26,18,12,2,16,75,36,0.48,46,22,0.4783,29,14,0.4828,25,19,0.76,6,27,23,29,1
0,100,20,16,7,3,23,76,33,0.4342,53,25,0.4717,23,8,0.3478,37,26,0.7027,9,26,19,23,0
1,117,22,11,8,6,29,81,44,0.5432,64,37,0.5781,17,7,0.4118,26,22,0.8462,8,33,29,22,1
0,102,18,10,8,5,21,92,36,0.3913,58,24,0.4138,34,12,0.3529,31,18,0.5806,16,30,19,27,1
1,101,23,15,5,5,30,88,39,0.4432,55,26,0.4727,33,13,0.3939,17,10,0.5882,13,35,34,23,0
0,104,18,15,5,6,23,87,40,0.4598,68,34,0.5,19,6,0.3158,25,18,0.72,18,34,28,24,1
1,101,11,11,4,1,21,80,35,0.4375,55,28,0.5091,25,7,0.28,30,24,0.8,10,30,17,22,0
0,124,14,12,13,2,17,75,40,0.5333,50,30,0.6,25,10,0.4,42,34,0.8095,7,28,31,31,1
1,117,19,16,4,5,28,88,45,0.5114,47,27,0.5745,41,18,0.439,12,9,0.75,7,26,37,25,0
0,102,22,13,8,2,17,87,39,0.4483,50,28,0.56,37,11,0.2973,19,13,0.6842,12,32,22,32,1
1,87,15,21,7,6,17,73,35,0.4795,50,25,0.5,23,10,0.4348,14,7,0.5,7,35,17,29,0
0,91,16,14,4,4,18,79,33,0.4177,49,22,0.449,30,11,0.3667,18,14,0.7778,9,41,29,15,1
1,81,14,10,7,4,16,84,28,0.3333,51,18,0.3529,33,10,0.303,19,15,0.7895,11,35,21,16,0
0,116,24,22,7,5,20,95,43,0.4526,53,26,0.4906,42,17,0.4048,16,13,0.8125,19,28,35,31,0
1,126,24,11,6,2,17,93,49,0.5269,68,39,0.5735,25,10,0.4,22,18,0.8182,11,29,22,37,1
0,92,23,11,6,5,22,81,37,0.4568,50,26,0.52,31,11,0.3548,9,7,0.7778,6,27,24,24,0
1,97,19,18,7,2,19,72,36,0.5,53,29,0.5472,19,7,0.3684,23,18,0.7826,9,36,23,24,1
0,124,26,17,5,4,29,96,44,0.4583,67,35,0.5224,29,9,0.3103,30,27,0.9,22,25,26,29,0
1,131,31,15,11,9,21,80,46,0.575,56,31,0.5536,24,15,0.625,32,24,0.75,5,28,32,34,1
0,107,22,17,5,4,28,77,37,0.4805,46,28,0.6087,31,9,0.2903,30,24,0.8,6,29,21,31,0
1,111,16,12,9,4,30,80,39,0.4875,63,34,0.5397,17,5,0.2941,34,28,0.8235,6,27,24,27,1
0,85,22,16,2,1,19,83,33,0.3976,43,23,0.5349,40,10,0.25,14,9,0.6429,11,35,29,13,0
1,108,23,9,9,3,18,81,39,0.4815,52,27,0.5192,29,12,0.4138,25,18,0.72,10,36,28,28,1
0,123,32,18,6,2,19,85,49,0.5765,52,31,0.5962,33,18,0.5455,13,7,0.5385,6,35,41,35,0
1,130,30,9,12,7,15,88,48,0.5455,43,31,0.7209,45,17,0.3778,25,17,0.68,4,32,35,43,1
0,107,24,14,8,8,22,66,37,0.5606,39,23,0.5897,27,14,0.5185,24,19,0.7917,2,33,21,24,1
1,82,17,15,6,1,22,72,28,0.3889,45,20,0.4444,27,8,0.2963,27,18,0.6667,6,25,23,19,0
0,116,22,15,8,4,20,81,43,0.5309,56,30,0.5357,25,13,0.52,24,17,0.7083,9,32,34,18,1
1,103,16,15,5,2,19,85,35,0.4118,59,26,0.4407,26,9,0.3462,25,24,0.96,11,28,26,26,0
0,104,14,10,11,2,18,88,37,0.4205,60,30,0.5,28,7,0.25,25,23,0.92,12,27,28,19,0
1,111,26,14,5,9,16,80,44,0.55,60,34,0.5667,20,10,0.5,17,13,0.7647,6,36,27,33,1
0,91,18,13,9,6,22,80,32,0.4,51,25,0.4902,29,7,0.2414,26,20,0.7692,3,39,30,23,0
1,96,18,13,6,7,20,91,34,0.3736,55,26,0.4727,36,8,0.2222,24,20,0.8333,14,43,19,32,1
0,114,26,10,8,4,17,92,43,0.4674,56,27,0.4821,36,16,0.4444,13,12,0.9231,10,27,31,17,0
1,123,35,13,5,2,18,86,48,0.5581,48,28,0.5833,38,20,0.5263,10,7,0.7,6,31,31,31,1
